Date,SKEW,,
8/3/2016,129.99,,
8/4/2016,127.06,,
8/5/2016,130.6,,
8/8/2016,132.94,,
8/9/2016,135.56,,
8/10/2016,133.25,,
8/11/2016,131.28,,
8/12/2016,132.13,,
8/15/2016,134.45,,
8/16/2016,132.27,,
8/17/2016,136.71,,
8/18/2016,134.87,,
8/19/2016,136.58,,
8/22/2016,135.2,,
8/23/2016,131.79,,
8/24/2016,130.43,,
8/25/2016,131.06,,
8/26/2016,132.4,,
8/29/2016,131.3,,
8/30/2016,136.14,,
8/31/2016,129.25,,
9/1/2016,129.83,,
9/2/2016,128.4,,
9/6/2016,131.16,,
9/7/2016,130.94,,
9/8/2016,129.74,,
9/9/2016,125.25,,
9/12/2016,134.18,,
9/13/2016,131.56,,
9/14/2016,127.4,,
9/15/2016,130.57,,
9/16/2016,125.25,,
9/19/2016,125.81,,
9/20/2016,126.85,,
9/21/2016,122.13,,
9/22/2016,124.29,,
9/23/2016,125.13,,
9/26/2016,121.72,,
9/27/2016,123.74,,
9/28/2016,126.85,,
9/29/2016,122.67,,
9/30/2016,124.58,,
10/3/2016,122.86,,
10/4/2016,119.67,,
10/5/2016,121.54,,
10/6/2016,120.48,,
10/7/2016,119.95,,
10/10/2016,123.84,,
10/11/2016,119.79,,
10/12/2016,122.34,,
10/13/2016,123.32,,
10/14/2016,121.86,,
10/17/2016,124.08,,
10/18/2016,122.76,,
10/19/2016,122.56,,
10/20/2016,123.91,,
10/21/2016,123,,
10/24/2016,124.6,,
10/25/2016,122.83,,
10/26/2016,123.31,,
10/27/2016,122.35,,
10/28/2016,126.35,,
10/31/2016,126.12,,
11/1/2016,124.46,,
11/2/2016,126.15,,
11/3/2016,141.18,,
11/4/2016,133.03,,
11/7/2016,134.91,,
11/8/2016,135.6,,
11/9/2016,134.61,,
11/10/2016,127,,
11/11/2016,121.71,,
11/14/2016,122.71,,
11/15/2016,119.79,,
11/16/2016,123.77,,
11/17/2016,123.06,,
11/18/2016,126.38,,
11/21/2016,124.01,,
11/22/2016,127.98,,
11/23/2016,125.33,,
11/25/2016,126.27,,
11/28/2016,125.75,,
11/29/2016,128.31,,
11/30/2016,126.39,,
12/1/2016,128.37,,
12/2/2016,128.99,,
12/5/2016,128.35,,
12/6/2016,130.92,,
12/7/2016,123.61,,
12/8/2016,119.08,,
12/9/2016,119.51,,
12/12/2016,123.28,,
12/13/2016,119.34,,
12/14/2016,125.43,,
12/15/2016,129.44,,
12/16/2016,131.95,,
12/19/2016,130.47,,
12/20/2016,122.09,,
12/21/2016,124.9,,
12/22/2016,128.02,,
12/23/2016,120.51,,
12/27/2016,123.65,,
12/28/2016,122.37,,
12/29/2016,124.57,,
12/30/2016,127.26,,
1/3/2017,125.79,,
1/4/2017,124.4,,
1/5/2017,128.21,,
1/6/2017,123.67,,
1/9/2017,122.59,,
1/10/2017,121.84,,
1/11/2017,123.06,,
1/12/2017,126.22,,
1/13/2017,132.32,,
1/17/2017,131.55,,
1/18/2017,143.43,,
1/19/2017,141.03,,
1/20/2017,146.33,,
1/23/2017,137.78,,
1/24/2017,138.16,,
1/25/2017,128.8,,
1/26/2017,129.58,,
1/27/2017,129.95,,
1/30/2017,134.32,,
1/31/2017,138.08,,
2/1/2017,133.97,,
2/2/2017,136.65,,
2/3/2017,133.25,,
2/6/2017,131.41,,
2/7/2017,130.46,,
2/8/2017,134.01,,
2/9/2017,129.19,,
2/10/2017,130.47,,
2/13/2017,130.1,,
2/14/2017,133.66,,
2/15/2017,137.55,,
2/16/2017,141.41,,
2/17/2017,141.13,,
2/21/2017,136.93,,
2/22/2017,138.24,,
2/23/2017,137.91,,
2/24/2017,138.66,,
2/27/2017,134.39,,
2/28/2017,131.98,,
3/1/2017,132.16,,
3/2/2017,133.36,,
3/3/2017,136.1,,
3/6/2017,140.17,,
3/7/2017,138.85,,
3/8/2017,139.63,,
3/9/2017,139.48,,
3/10/2017,138.99,,
3/13/2017,145.75,,
3/14/2017,146.11,,
3/15/2017,147.2,,
3/16/2017,149.49,,
3/17/2017,154.34,,
3/20/2017,152.93,,
3/21/2017,141.02,,
3/22/2017,136.07,,
3/23/2017,132.54,,
3/24/2017,136.62,,
3/27/2017,135.37,,
3/28/2017,134.43,,
3/29/2017,132.37,,
3/30/2017,138.84,,
3/31/2017,138.31,,
4/3/2017,135.23,,
4/4/2017,132.28,,
4/5/2017,130.91,,
4/6/2017,131.27,,
4/7/2017,132.7,,
4/10/2017,132.86,,
4/11/2017,136.66,,
4/12/2017,131.93,,
4/13/2017,134.36,,
4/17/2017,139.63,,
4/18/2017,137.2,,
4/19/2017,140.2,,
4/20/2017,146.85,,
4/21/2017,148.42,,
4/24/2017,144.45,,
4/25/2017,139.04,,
4/26/2017,142.13,,
4/27/2017,142.55,,
4/28/2017,146.98,,
5/1/2017,128.46,,
5/2/2017,127.49,,
5/3/2017,129.39,,
5/4/2017,130.48,,
5/5/2017,131.36,,
5/8/2017,128.12,,
5/9/2017,128.28,,
5/10/2017,128.27,,
5/11/2017,128.21,,
5/12/2017,129.65,,
5/15/2017,129.44,,
5/16/2017,131.24,,
5/17/2017,133.51,,
5/18/2017,137.01,,
5/19/2017,131.39,,
5/22/2017,128.57,,
5/23/2017,124.54,,
5/24/2017,123.11,,
5/25/2017,123.65,,
5/26/2017,125.41,,
5/30/2017,125.37,,
5/31/2017,125.11,,
6/1/2017,124.55,,
6/2/2017,124.23,,
6/5/2017,125.05,,
6/6/2017,125.72,,
6/7/2017,125.98,,
6/8/2017,127.09,,
6/9/2017,131.26,,
6/12/2017,136.86,,
6/13/2017,136.41,,
6/14/2017,135.89,,
6/15/2017,134.12,,
6/16/2017,135.02,,
6/19/2017,138.77,,
6/20/2017,133.37,,
6/21/2017,129.89,,
6/22/2017,130.86,,
6/23/2017,132.76,,
6/26/2017,128.6,,
6/27/2017,125.46,,
6/28/2017,126.95,,
6/29/2017,129.15,,
6/30/2017,129.51,,
7/3/2017,126.63,,
7/5/2017,128.67,,
7/6/2017,127.25,,
7/7/2017,131.58,,
7/10/2017,133.4,,
7/11/2017,132.75,,
7/12/2017,134.95,,
7/13/2017,138.35,,
7/14/2017,137.71,,
7/17/2017,139.87,,
7/18/2017,137.53,,
7/19/2017,136.88,,
7/20/2017,130.88,,
7/21/2017,134.53,,
7/24/2017,132.67,,
7/25/2017,135.61,,
7/26/2017,135.61,,
7/27/2017,140.81,,
7/28/2017,139.91,,
7/31/2017,139.82,,
8/1/2017,138.72,,
8/2/2017,142.02,,
8/3/2017,138.32,,
8/4/2017,139.81,,
8/7/2017,138.91,,
8/8/2017,140.05,,
8/9/2017,141.2,,
8/10/2017,136.48,,
8/11/2017,135.43,,
8/14/2017,142.07,,
8/15/2017,143.23,,
8/16/2017,148.62,,
8/17/2017,142.73,,
8/18/2017,128.86,,
8/21/2017,131.61,,
8/22/2017,135.72,,
8/23/2017,129.98,,
8/24/2017,129.95,,
8/25/2017,130.16,,
8/28/2017,128.32,,
8/29/2017,131.48,,
8/30/2017,130.53,,
8/31/2017,134,,
9/1/2017,134.85,,
9/5/2017,133.48,,
9/6/2017,136.48,,
9/7/2017,135.39,,
9/8/2017,130.57,,
9/11/2017,136.96,,
9/12/2017,139.6,,
9/13/2017,142.74,,
9/14/2017,142.74,,
9/15/2017,144.54,,
9/18/2017,143.65,,
9/19/2017,142.64,,
9/20/2017,138.94,,
9/21/2017,137.87,,
9/22/2017,137.5,,
9/25/2017,135.07,,
9/26/2017,134.25,,
9/27/2017,129.49,,
9/28/2017,132.99,,
9/29/2017,137.75,,
10/2/2017,138.02,,
10/3/2017,137.15,,
10/4/2017,144.19,,
10/5/2017,140.33,,
10/6/2017,140.35,,
10/9/2017,139.83,,
10/10/2017,139.24,,
10/11/2017,138.74,,
10/12/2017,136.36,,
10/13/2017,138.28,,
10/16/2017,147.53,,
10/17/2017,150.12,,
10/18/2017,147.95,,
10/19/2017,146.16,,
10/20/2017,148.81,,
10/23/2017,142.46,,
10/24/2017,142.15,,
10/25/2017,138,,
10/26/2017,135.36,,
10/27/2017,135.7,,
10/30/2017,132.54,,
10/31/2017,131.81,,
11/1/2017,129.05,,
11/2/2017,128.97,,
11/3/2017,130.34,,
11/6/2017,130.52,,
11/7/2017,129.15,,
11/8/2017,131.5,,
