Date,Open,High,Low,Close,Adj Close,Volume
2010-01-07,31948.800781,32071.679688,31047.679688,31047.679688,31047.679688,4000
2010-01-08,31334.400391,31385.599609,30208.000000,30228.480469,30228.480469,3500
2010-01-11,30003.199219,30259.199219,29603.839844,29675.519531,29675.519531,3900
2010-01-12,30382.080078,31354.880859,30044.160156,30607.359375,30607.359375,6000
2010-01-13,30515.199219,31109.119141,29767.679688,30177.279297,30177.279297,4200
2010-01-14,30289.919922,30464.000000,29286.400391,29440.000000,29440.000000,4500
2010-01-15,29706.240234,30760.960938,29470.720703,30218.240234,30218.240234,6800
2010-01-19,30361.599609,30382.080078,28364.800781,28487.679688,28487.679688,5700
2010-01-20,29122.560547,29962.240234,28436.480469,28477.439453,28477.439453,7200
2010-01-21,28467.199219,30187.519531,27944.960938,30023.679688,30023.679688,11100
2010-01-22,30464.000000,33024.000000,29992.960938,32655.359375,32655.359375,11300
2010-01-25,31651.839844,32808.960938,31385.599609,32348.160156,32348.160156,6500
2010-01-26,32737.279297,32788.480469,31272.960938,32481.279297,32481.279297,7300
2010-01-27,32542.720703,33525.761719,31744.000000,31744.000000,31744.000000,8400
2010-01-28,31334.400391,32747.519531,31232.000000,31764.480469,31764.480469,6800
2010-01-29,31252.480469,32952.320313,30842.880859,32399.359375,32399.359375,6600
2010-02-01,31784.960938,31805.439453,30781.439453,30883.839844,30883.839844,3800
2010-02-02,30617.599609,30720.000000,29501.439453,29716.480469,29716.480469,9300
2010-02-03,30095.359375,30105.599609,29286.400391,29829.119141,29829.119141,3600
2010-02-04,30464.000000,33187.839844,30464.000000,33136.640625,33136.640625,9200
2010-02-05,32686.080078,35266.558594,32184.320313,33433.601563,33433.601563,15100
2010-02-08,33443.839844,34242.558594,32880.640625,34109.441406,34109.441406,5500
2010-02-09,33320.960938,34088.960938,32419.839844,33075.199219,33075.199219,6300
2010-02-10,33208.320313,34273.281250,32645.119141,32860.160156,32860.160156,6200
2010-02-11,33177.601563,33873.921875,31887.359375,32153.599609,32153.599609,4700
2010-02-12,33536.000000,33792.000000,32071.679688,32184.320313,32184.320313,4000
2010-02-16,31488.000000,31549.439453,30341.119141,30535.679688,30535.679688,5100
2010-02-17,30279.679688,30371.839844,29634.560547,29634.560547,29634.560547,4600
2010-02-18,29900.800781,29900.800781,28282.880859,28508.160156,28508.160156,6600
2010-02-19,28917.759766,28917.759766,27648.000000,27699.199219,27699.199219,5600
2010-02-22,27412.480469,28129.279297,27054.080078,27463.679688,27463.679688,6200
2010-02-23,27637.759766,28743.679688,27310.080078,27934.720703,27934.720703,7900
2010-02-24,27842.560547,28026.880859,27238.400391,27443.199219,27443.199219,4500
2010-02-25,28293.119141,28897.279297,27381.759766,27381.759766,27381.759766,6700
2010-02-26,27289.599609,27586.560547,26726.400391,26920.960938,26920.960938,4500
2010-03-01,26624.000000,26644.480469,26112.000000,26255.359375,26255.359375,4600
2010-03-02,26030.080078,26234.880859,25712.640625,25958.400391,25958.400391,5300
2010-03-03,25845.759766,26040.320313,25528.320313,25856.000000,25856.000000,7800
2010-03-04,25876.480469,26030.080078,25528.320313,25610.240234,25610.240234,3700
2010-03-05,25415.679688,25600.000000,24340.480469,24586.240234,24586.240234,8700
2010-03-08,24545.279297,24545.279297,23777.279297,24115.199219,24115.199219,12200
2010-03-09,24453.119141,24770.560547,23869.439453,24360.960938,24360.960938,7400
2010-03-10,24289.279297,24473.599609,23736.320313,24463.359375,24463.359375,6200
2010-03-11,24657.919922,25047.039063,24524.800781,24657.919922,24657.919922,6300
2010-03-12,24320.000000,24883.199219,24156.160156,24422.400391,24422.400391,4700
2010-03-15,24586.240234,24893.439453,24340.480469,24473.599609,24473.599609,4200
2010-03-16,24401.919922,24401.919922,23572.480469,23726.080078,23726.080078,6500
2010-03-17,23552.000000,23623.679688,22620.160156,22927.359375,22927.359375,10700
2010-03-18,22917.119141,22937.599609,22497.279297,22609.919922,22609.919922,8600
2010-03-19,22876.160156,23255.039063,22302.720703,22876.160156,22876.160156,9700
2010-03-22,23418.880859,23531.519531,22384.640625,22456.320313,22456.320313,8400
2010-03-23,22394.880859,22661.119141,22005.759766,22026.240234,22026.240234,7400
2010-03-24,22394.880859,22865.919922,22231.039063,22589.439453,22589.439453,8600
2010-03-25,22272.000000,22855.679688,21780.480469,22845.439453,22845.439453,9700
2010-03-26,22753.279297,23019.519531,22323.199219,22517.759766,22517.759766,8900
2010-03-29,22282.240234,22446.080078,22005.759766,22097.919922,22097.919922,4900
2010-03-30,22272.000000,22353.919922,21780.480469,21800.960938,21800.960938,6800
2010-03-31,22067.199219,22118.400391,21514.240234,21514.240234,21514.240234,8400
2010-04-01,21237.759766,21760.000000,20746.240234,21524.480469,21524.480469,9400
2010-04-05,21237.759766,21422.080078,20674.560547,20705.279297,20705.279297,6300
2010-04-06,20869.119141,20992.000000,19968.000000,20039.679688,20039.679688,7500
2010-04-07,20172.800781,20715.519531,19937.279297,20480.000000,20480.000000,10500
2010-04-08,20613.119141,21145.599609,20111.359375,20193.279297,20193.279297,10400
2010-04-09,20090.880859,20254.720703,19916.800781,20019.199219,20019.199219,8000
2010-04-12,19978.240234,20080.640625,19732.480469,19968.000000,19968.000000,8700
2010-04-13,20049.919922,20480.000000,19896.320313,20172.800781,20172.800781,11300
2010-04-14,19886.080078,19947.519531,19517.439453,19609.599609,19609.599609,13100
2010-04-15,19640.320313,19742.720703,19189.759766,19517.439453,19517.439453,10500
2010-04-16,19732.480469,21278.720703,19589.119141,20449.279297,20449.279297,21800
2010-04-19,20736.000000,20951.039063,19773.439453,19855.359375,19855.359375,14800
2010-04-20,19589.119141,19722.240234,18657.279297,18708.480469,18708.480469,16900
2010-04-21,18851.839844,19404.800781,18268.160156,19036.160156,19036.160156,14500
2010-04-22,19445.759766,19865.599609,18821.119141,18882.560547,18882.560547,14900
2010-04-23,18892.800781,19138.560547,18585.599609,18810.880859,18810.880859,8300
2010-04-26,18851.839844,19189.759766,18636.800781,19107.839844,19107.839844,9400
2010-04-27,19435.519531,21094.400391,19128.320313,20992.000000,20992.000000,28400
2010-04-28,20572.160156,21452.800781,20326.400391,20879.359375,20879.359375,20000
2010-04-29,20480.000000,20572.160156,19752.960938,20049.919922,20049.919922,12500
2010-04-30,20131.839844,21729.279297,19947.519531,21719.039063,21719.039063,16700
2010-05-03,21258.240234,21278.720703,20654.080078,20817.919922,20817.919922,14200
2010-05-04,21585.919922,23255.039063,21524.480469,22906.880859,22906.880859,28900
2010-05-05,24043.519531,24944.640625,22968.320313,23900.160156,23900.160156,32400
2010-05-06,24586.240234,32296.960938,23889.919922,26746.880859,26746.880859,44700
2010-05-07,27453.439453,32020.480469,27136.000000,29952.000000,29952.000000,60400
2010-05-10,25169.919922,26521.599609,24084.480469,25681.919922,25681.919922,40500
2010-05-11,27043.839844,27238.400391,25169.919922,26245.119141,26245.119141,34800
2010-05-12,25712.640625,25804.800781,24504.320313,24657.919922,24657.919922,21400
2010-05-13,24944.640625,25497.599609,24217.599609,25323.519531,25323.519531,21200
2010-05-14,26265.599609,28672.000000,25989.119141,27504.640625,27504.640625,45900
2010-05-17,27197.439453,29696.000000,27084.800781,28139.519531,28139.519531,36000
2010-05-18,26869.759766,30003.199219,26112.000000,29829.119141,29829.119141,41200
2010-05-19,30525.439453,32000.000000,29388.800781,30566.400391,30566.400391,55400
2010-05-20,32880.640625,35840.000000,32768.000000,34887.679688,34887.679688,77300
2010-05-21,36597.761719,37089.281250,32952.320313,34109.441406,34109.441406,53900
2010-05-24,34201.601563,34631.679688,32768.000000,33914.878906,33914.878906,31400
2010-05-25,36843.519531,36966.398438,32409.599609,32419.839844,32419.839844,44100
2010-05-26,31027.199219,32071.679688,29696.000000,31774.720703,31774.720703,37500
2010-05-27,29696.000000,30033.919922,28917.759766,29009.919922,29009.919922,27700
2010-05-28,28753.919922,29992.960938,28723.199219,29265.919922,29265.919922,33100
2010-06-01,30658.560547,30924.800781,29409.279297,30914.560547,30914.560547,28600
2010-06-02,30771.199219,31170.560547,29491.199219,29562.880859,29562.880859,24900
2010-06-03,29184.000000,29747.199219,28743.679688,29081.599609,29081.599609,20500
2010-06-04,31109.119141,32256.000000,30136.320313,32040.960938,32040.960938,32700
2010-06-07,31344.640625,33239.039063,31180.800781,33044.480469,33044.480469,29600
2010-06-08,32665.599609,33638.398438,31846.400391,31887.359375,31887.359375,37600
